cycle,Finca,day,feed,initial_density,initial_population,initial_weight,morning_oxygen,morning_temperature,survival_rate,weight,sgr,fca
Nesoder S.A. Ps 955 A-2018 Abril 5.xls,Nesoder,100,2457.264957,15.25641026,1785000,0.5,4.1875,29.301,29,31.6,0.316,1.8
Nesoder S.A. Ps 955 B-2018 Julio 31.xls,Nesoder,99,3365.384615,17.29059829,2023000,0.2,4.233333333,26.76868687,55,22.9,0.231313131,1.5
Nesoder S.A. Ps 955 C-2018 Diciembre 2.xls,Nesoder,115,3985.213675,13.07692308,1530000,0.2,4.333043478,25.93391304,64,23.4,0.203478261,2
Nesoder S.A. Ps NE 01 A-2019 Agosto 4.xls,Nesoder,100,1.963539994,0.00459364,2002000,0.5,4.225,26.624,96,24.6,0.246,1.8
Nesoder S.A. Ps NE 01 B-2019 Noviembre 18.xls,Nesoder,101,8163.461538,25.12820192,2613333,0.3,4.313861386,25.86039604,68,22.4,0.221782178,2.1
Nesoder S.A. Ps NE 03 B-2019 Julio 7.xls,Nesoder,70,6634.920635,21.55555556,1358000,1,4.215714286,26.94857143,97,19,0.271428571,1.7
Nesoder S.A. Ps NE 04 A-2019 Julio 27.xls,Nesoder,92,8358.333333,21,1260000,0.2,4.186956522,26.74021739,90,27.4,0.297826087,1.6
Nesoder S.A. Ps NE 04 B-2019 Noviembre 7.xls,Nesoder,90,9187.5,19.18518333,1151111,0.3,4.317777778,25.80444444,82,20.5,0.227777778,2.9
Nesoder S.A. Ps NE 05 A-2019 Junio 3.xls,Nesoder,72,5654.545455,17.30909091,952000,0.2,3.994444444,28.69722222,95,20.1,0.279166667,1.7
Nesoder S.A. Ps NE 05 C-2019 Septiembre 13.xls,Nesoder,74,6900,19.61252727,1078689,0.6,4.118918919,25.58513514,92,16.8,0.227027027,2.3
Nesoder S.A. Ps NE 05 E-2019 Diciembre 16.xls,Nesoder,59,4272.727273,20.30947273,1117021,0.2,4.3,26.51525424,90,16.2,0.274576271,1.4
Nesoder S.A. Ps NE 06 A-2019 Junio 16.xls,Nesoder,89,7317.857143,17.85714286,1250000,0.2,4.115730337,28.31910112,96,24.6,0.276404494,1.7
Nesoder S.A. Ps NE 06 B-2019 Octubre 11.xls,Nesoder,105,11846.42857,25.84615714,1809231,0.2,4.15047619,25.6647619,62,26.9,0.256190476,2.8
Nesoder S.A. Ps NE 06 C-2019 Diciembre 16.xls,Nesoder,62,5267.857143,22.02381429,1541667,0.2,4.293548387,26.50483871,96,20.3,0.327419355,1.2
Nesoder S.A. Ps NE 07 A-2019 Junio 20.xls,Nesoder,93,6938.888889,17.7991453,2082500,0.2,4.124731183,28.19892473,96,22.8,0.24516129,1.8
Nesoder S.A. Ps NE 07 C-2019 Diciembre 16.xls,Nesoder,62,3967.948718,28.49002564,3333333,0.2,4.293548387,26.50483871,60,16.5,0.266129032,1.4
Nesoder S.A. Ps NE 08 A-2019 Agosto 23.xls,Nesoder,106,12541.09589,35.95890411,5250000,0.5,4.188679245,26.01981132,22,23.9,0.225471698,6.6
Nesoder S.A. Ps NE 08 B-2019 Noviembre 26.xls,Nesoder,90,8417.808219,25.74834932,3759259,0.4,3.311111111,25.40111111,62,21.6,0.24,2.4
Nesoder S.A. Ps NE 09 A-2019 Agosto 19.xls,Nesoder,102,12598.10127,35.72887342,2822581,0.5,4.164705882,26.04705882,64,24.8,0.243137255,2.2
Nesoder S.A. Ps NE 10 B-2019 Julio 31.xls,Nesoder,80,9437.5,24.5833125,393333,0.8,4.2575,26.1675,94,22,0.275,1.9
Nesoder S.A. Ps NE 10 D-2019 Octubre 31.xls,Nesoder,62,10796.875,25.6721875,410755,0.2,4.258064516,25.95806452,97,13.7,0.220967742,3.2
Nesoder S.A. Ps NE 11 B-2019 Agosto 1.xls,Nesoder,81,11146.55172,30.17241379,1750000,0.8,3.786419753,26.18395062,78,19.5,0.240740741,2.4
Nesoder S.A. Ps NE 11 D-2019 Octubre 29.xls,Nesoder,60,8068.965517,26.18737931,1518868,0.2,3.12,25.23,97,12,0.2,2.7
Nesoder S.A. Ps NE 12 A-2019 Agosto 19.xls,Nesoder,103,16395.45455,35.92374545,1975806,0.5,4.185436893,26.13398058,45,25,0.242718447,4.1
Nesoder S.A. Ps NE 12 B-2019 Diciembre 10.xls,Nesoder,104,10931.81818,25.92592727,1425926,0.4,4.343269231,26.10865385,75,24.4,0.234615385,2.3
Nesoder S.A. Ps NE 13 B-2019 Julio 25.xls,Nesoder,80,8691.176471,25.65094118,436066,0.5,3.88625,26.5275,92,22.6,0.2825,1.6
Nesoder S.A. Ps NE 13 D-2019 Octubre 28.xls,Nesoder,60,8926.470588,20.80958824,353763,0.5,3.166666667,25.225,95,11,0.183333333,4.1
Nesoder S.A. Ps NE 14 A-2019 Agosto 19.xls,Nesoder,105,13319.19643,30.07172321,3368033,0.5,4.176190476,26.19142857,97,25,0.238095238,1.8
Nesoder S.A. Ps NE 14 B-2019 Noviembre 28.xls,Nesoder,91,8763.392857,27.55376786,3086022,0.5,4.306593407,26.04285714,81,21.8,0.23956044,1.8
Nirsa Ps 1-2019 Octubre 12.xls,Nirsa,95,3980.64,18.496,2312000,0.46,3.66,25.64,55,25,0.263157895,1.6
Nirsa Ps T20-2019 Septiembre 16.xls,Nirsa,100,4852.154696,21.4,1936700,0.2,3.678571429,25.37755102,69,22,0.22,1.5
Nirsa Ps T32-2019 Agosto 29.xls,Nirsa,92,4747.581395,23,989000,0.46,4.1,25.59777778,63,23,0.25,1.4
Nirsa Ps T37-2019 Octubre 14.xls,Nirsa,97,4283.034258,18,1103400,0.31,4.083870968,25.22258065,63,25,0.257731959,1.5
Nirsa Ps T40-2019 Septiembre 1.xls,Nirsa,96,3436.580882,22.63235294,1231200,0.48,4.293684211,25.62446809,39,22,0.229166667,1.8
Nirsa Ps T42-2019 Septiembre 1.xls,Nirsa,93,3633.72093,22.8,980400,0.61,4.04,25.70777778,44,22,0.23655914,1.6
OC Ps 1-2019 Abril 25.xls,OC,86,5294.763042,25.06228445,3400952,0.33,4.183529412,28.84470588,68,17,0.197674419,1.8
OC Ps 1-2019 Enero 19.xls,OC,137,3182.25006,14.64322034,1987085,0.25,4.716058394,25.85328467,50,24.4,0.17810219,1.8
OC Ps 10-2018 Febrero 5.xls,OC,76,2195.52268,17.67449649,2264103,0.2,4.243835616,27.28493151,50.9,17.1,0.225,1.4
OC Ps 100-2019 Abril 21.xls,OC,80,2664.667977,24.59088859,5562459,0.25,4.382278481,28.75316456,59.4,15.5,0.19375,1.2
OC Ps 100-2019 Enero 23.xls,OC,98,2200.498353,18.02942529,4078256,0.2,4.434020619,26.20412371,42,18.2,0.185714286,1.6
OC Ps 102-2017 Octubre 17.xls,OC,82,3672.512387,20.21237721,1028810,0.125,4.40617284,24.12716049,70.92,15.9,0.193902439,1.6
OC Ps 106-2018 Noviembre 28.xls,OC,139,8404.380208,34.71915899,3013623,0.2,4.730935252,24.69136691,27.6,22.6,0.162589928,3.9
OC Ps 107-2018 Mayo 18.xls,OC,99,4914.328565,22.56629855,2962955,0.125,4.203030303,28.30707071,53.3,18.3,0.184848485,2.2
OC Ps 107-2019 Enero 26.xls,OC,71,1549.883761,35.05407464,4602600,0.25,4.428571429,26.82285714,24.9,10.5,0.147887324,1.7
OC Ps 109-2018 Noviembre 11.xls,OC,84,2670.454545,30.38223864,2673637,0.36,4.836144578,24.57710843,37,15.6,0.185714286,1.5
OC Ps 111-2018 Abril 20.xls,OC,69,2691.849817,21.3839971,2953130,0.5,3.937681159,28.4884058,72.6,15,0.217391304,1.2
OC Ps 113-2018 Abril 29.xls,OC,78,6205.024766,34.7232,347232,0.5,4.193506494,28.97662338,55.8,17.7,0.226923077,1.8
OC Ps 15-2018 Marzo 18.xls,OC,113,3325.496196,19.32748588,684193,0.2,4.809009009,28.2990991,31.9,28.9,0.255752212,1.9
OC Ps 15-2018 Noviembre 12.xls,OC,142,5014.121527,24.8130791,878383,0.05,4.585106383,24.88794326,40.6,21.6,0.152112676,2.3
OC Ps 151-2018 Marzo 17.xls,OC,138,3888.779629,15.11476364,1662624,0.125,4.674264706,27.6875,20.6,30.4,0.220289855,4.1
OC Ps 151-2019 Abril 6.xls,OC,72,2539.056588,20.17064545,2218771,0.33,4.408333333,29.05416667,59.3,13.8,0.191666667,1.5
OC Ps 152-2018 Junio 15.xls,OC,89,4261.509248,30.00363636,3300400,0.1,3.995505618,27.91685393,58.7,13.3,0.149438202,1.8
OC Ps 152-2018 Marzo 7.xls,OC,167,3147.736,17.10127273,1881140,0.05,5.35508982,26.75449102,22,38.2,0.228742515,2.2
OC Ps 152-2019 Febrero 9.xls,OC,83,2010.895249,30.09048182,3309953,0.125,4.585365854,27.35,37.2,13.4,0.161445783,1.3
OC Ps 153-2018 Mayo 18.xls,OC,79,4075.218832,25.04785714,1753350,0.125,4.173076923,28.87564103,74.9,13.4,0.169620253,1.6
OC Ps 154-2018 Enero 8.xls,OC,98,5108.38755,15.15473333,454642,0.25,4.288659794,26.17628866,65.51,21.5,0.219387755,2.4
OC Ps 154-2018 Mayo 20.xls,OC,82,4778.356805,30.24,907200,0.2,3.772839506,28.99259259,43.1,15,0.182926829,2.4
OC Ps 155-2018 Julio 31.xls,OC,117,8250.132639,32.58,651600,0.2,4.369827586,26.60086207,49,17,0.145299145,3
OC Ps 155-2018 Marzo 20.xls,OC,141,6175.671018,15.74805,314961,0.125,3.949285714,27.85571429,45.8,29.1,0.206382979,2.9
OC Ps 155-2018 Noviembre 6.xls,OC,89,5437.492005,22.00765,440153,0.2,4.670454545,25.09659091,88.5,17.4,0.195505618,1.6
OC Ps 155-2019 Marzo 28.xls,OC,110,4133.006876,23.6248,472496,0.25,4.179816514,28.53944954,43,21.7,0.197272727,1.9
OC Ps 156-2018 Junio 17.xls,OC,90,4691.966547,30.01566667,900470,0.2,4.465168539,27.99213483,45.3,15.6,0.173333333,2.2
OC Ps 156-2018 Marzo 16.xls,OC,84,2651.677671,20.08166667,602450,0.05,4.481927711,28.72650602,57.1,14.7,0.175,1.6
OC Ps 156-2018 Noviembre 23.xls,OC,95,3483.265408,20.26226667,607868,0.5,4.721276596,25.0212766,52.6,18.2,0.191578947,1.8
OC Ps 156-2019 Febrero 3.xls,OC,68,2284.4366,28.62236667,858671,0.125,4.41641791,27.90447761,43.5,16.2,0.238235294,1.1
OC Ps 157-2018 Marzo 29.xls,OC,124,4075.128414,15.47455,1237964,0.16,4.098387097,28.32016129,48.4,26,0.209677419,2.1
OC Ps 18-2019 Febrero 6.xls,OC,84,4343.583314,40.10053333,1503770,0.2,4.04047619,27.50952381,47.7,16.4,0.195238095,1.4
OC Ps 19-2018 Febrero 18.xls,OC,72,2045.711217,15.12772843,2963522,0.19,4.235211268,28.26197183,67.6,16.3,0.226388889,1.2
OC Ps 19-2019 Enero 20.xls,OC,138,4280.583015,20.40705462,3997742,0.25,4.386231884,26.42173913,42.4,25.5,0.184782609,1.9
OC Ps 28-2018 Marzo 1.xls,OC,95,3567.175616,19.1240367,416904,0.125,4.764893617,28.20106383,44.1,24.2,0.254736842,1.8
OC Ps 28-2018 Mayo 29.xls,OC,65,3762.137353,30.7103211,669485,0.2,3.5734375,28.9375,60.8,16.4,0.252307692,1.2
OC Ps 28-2018 Noviembre 6.xls,OC,125,5161.261942,30.39266055,662560,0.1,4.62983871,25.22822581,41.9,22.1,0.1768,1.8
OC Ps 28-2019 Marzo 12.xls,OC,111,3643.271357,30.20279817,658421,0.2,4.133944954,28.52330275,29.4,25.8,0.232432432,1.6
OC Ps 3-2019 Abril 23.xls,OC,99,3882.81489,16.23761206,2101147,0.125,4.736842105,28.92894737,52.9,22.7,0.229292929,2
OC Ps 30-2018 Abril 30.xls,OC,71,2356.348195,18.10602762,3277191,0.2,4.252112676,28.99295775,54.6,16.8,0.236619718,1.4
OC Ps 30-2018 Febrero 1.xls,OC,139,4198.806233,17.13768508,3101921,0.2,4.299280576,26.4981295,43.7,28.3,0.203597122,2
OC Ps 32-2019 Abril 8.xls,OC,110,3197.090408,20.16940243,2160143,0.33,4.396330275,29.05963303,31.4,24,0.218181818,2.1
OC Ps 33-2018 Noviembre 25.xls,OC,95,4112.063408,16.37274887,1447351,3,4.068421053,25.02421053,69.4,23.3,0.245263158,1.6
OC Ps 35-2018 Mayo 2.xls,OC,80,2206.340384,16.41115896,3086939,0.2,5.013924051,29.21012658,54.4,17.3,0.21625,1.4
OC Ps 35-2018 Octubre 13.xls,OC,159,7136.302221,25.1500319,4730721,0.2,5.175471698,25.38930818,47.6,25.3,0.159119497,2.4
OC Ps 36-2018 Diciembre 26.xls,OC,101,3437.055275,26.9216341,1515688,0.125,5.052525253,25.4959596,42.1,15.1,0.14950495,2
OC Ps 37-2018 Diciembre 5.xls,OC,94,2787.375179,10.74333763,833683,7.8,5.528723404,25.17978723,69,23,0.244680851,1.6
OC Ps 37-2019 Marzo 26.xls,OC,90,3383.955075,25.27130155,1961053,0.33,4.473033708,28.95730337,53.3,15.9,0.176666667,1.6
OC Ps 38-2018 Diciembre 6.xls,OC,87,1892.156136,8.129761647,750377,8,5.634482759,25.37011494,69.1,23,0.264367816,1.5
OC Ps 38-2019 Abril 8.xls,OC,106,3773.103963,25.03152763,2310410,0.17,4.622857143,29.66952381,38.3,20.3,0.191509434,1.9
OC Ps 39-2018 Agosto 27.xls,OC,110,5164.388628,30.18270742,2764736,0.33,5.5,25.37889908,47.4,18,0.163636364,2
OC Ps 39-2018 Mayo 3.xls,OC,82,3794.747563,25.02328603,2292133,0.2,4.496296296,28.88395062,47.2,17.8,0.217073171,1.8
OC Ps 39-2019 Abril 25.xls,OC,95,6311.499468,36.39667031,3333935,0.25,5.014893617,29.38191489,23,23.8,0.250526316,3.2
OC Ps 40-2018 Febrero 1.xls,OC,103,4427.811623,20.02403846,208250,0.125,5.071568627,26.37941176,46,22.8,0.221359223,2.1
OC Ps 40-2018 Junio 3.xls,OC,96,6880.297132,39.81826923,414110,0.05,4.463829787,28.25851064,57.4,15.8,0.164583333,1.9
OC Ps 40-2018 Octubre 14.xls,OC,114,3324.012328,25,260000,0.33,5.607894737,24.80701754,21.2,19,0.166666667,3.3
OC Ps 40-2019 Febrero 25.xls,OC,113,4562.898305,39.05019231,406122,0.3,4.904424779,27.24424779,37.3,18,0.159292035,1.7
OC Ps 41-2018 Diciembre 21.xls,OC,98,3764.050446,35.41666667,382500,0.2,5.295876289,25.31030928,42.6,13.2,0.134693878,1.9
OC Ps 41-2018 Febrero1 .xls,OC,103,3671.262834,13.88888889,150000,0.125,5.37745098,26.47254902,51.7,25,0.242718447,2
OC Ps 41-2019 Abril 11.xls,OC,100,3715.918889,30.09259259,325000,0.125,5.141414141,29.0059596,36,19.3,0.193,1.8
OC Ps 42-2017 Diciembre 19.xls,OC,101,5739.951396,25.00979167,240094,0.7,4.6454,25.807,66.53,18.5,0.183168317,1.9
OC Ps 42-2018 Diciembre 11.xls,OC,86,2583.504272,25.35510417,243409,0.125,5.649411765,25.23058824,40.1,16.2,0.188372093,1.6
OC Ps 42-2018 Marzo 16.xls,OC,70,2928.952294,25.29760417,242857,0.125,5.035294118,28.21176471,43.9,16,0.228571429,1.7
OC Ps 42-2019 Abril 11.xls,OC,100,3743.751741,31.25,300000,0.125,4.74,28.648,37.8,18.3,0.183,1.7
OC Ps 43-2017 Octubre 21.xls,OC,77,4412.123922,27.25543478,250750,0.05,4.513157895,25.61052632,67.7,13.3,0.172727273,1.8
OC Ps 43-2018 Junio 3.xls,OC,96,7343.159213,40.49021739,372510,0.1,4.986315789,28.11473684,49.2,15,0.15625,2.5
OC Ps 43-2018 Octubre 15.xls,OC,115,5659.994335,35.90532609,330329,0.2,5.425217391,24.84173913,53.2,17.4,0.151304348,1.7
OC Ps 43-2019 Febrero21.xls,OC,109,4792.0813,44.2126087,406756,0.31,4.901834862,27.30733945,37.9,17.5,0.160550459,1.6
OC Ps 44-2017 Diciembre 19.xls,OC,101,5660.532744,25.2173913,290000,0.17,4.6759,25.746,88.5,16.9,0.167326733,1.5
OC Ps 44-2018 Diciembre 8.xls,OC,83,17495.7984,25.70886957,295652,0.125,5.735365854,25.19390244,44.4,13.3,0.160240964,11.5
OC Ps 44-2018 Marzo 29.xls,OC,79,3797.912411,23.36591304,268708,0.31,5.28961039,28.41168831,40.4,16.9,0.213924051,2.4
OC Ps 44-2019 Abril 12.xls,OC,101,4302.003745,31.30434783,360000,0.33,4.690909091,28.76565657,36.5,20.1,0.199009901,1.9
OC Ps 5-2017 Diciembre 3.xls,OC,135,4724.703662,13.53180133,1825440,0.2,4.399259259,25.53925926,62.7,25.5,0.188888889,2.2
OC Ps 50-2019 Abril 19.xls,OC,75,5128.360114,31.58743271,1525673,0.64,4.458108108,29.12972973,65.3,14.5,0.193333333,1.7
OC Ps 51-2018 Octubre 28.xls,OC,130,2926.296293,22.02545455,969120,0.2,5.057364341,24.79922481,16.1,20.4,0.156923077,4.1
OC Ps 57-2019 Febrero 6.xls,OC,96,3550.635593,33.47118531,4009848,0.2,4.844210526,27.03894737,36.7,17.9,0.186458333,1.6
OC Ps 58-2018 Noviembre 25.xls,OC,166,6025.831833,20.87076243,3777608,0.125,5.321212121,25.03818182,53.9,25.4,0.153012048,2.1
OC Ps 58-2019 Abril 10.xls,OC,126,3598.289919,23.55543094,4263533,0.125,4.8288,28.7656,29.1,27.3,0.216666667,1.9
OC Ps 59-2018 Diciembre 9.xls,OC,113,3499.994277,20.03789673,4230000,0.17,4.3375,25.04285714,58,15.5,0.137168142,1.9
OC Ps 59-2019 Abril 12.xls,OC,99,4907.466253,30.21126954,6377599,0.2,4.107142857,29.03061224,52.4,15.2,0.153535354,2
OC Ps 60-2017 Diciembre 2.xls,OC,84,2634.51009,16.38920693,3595792,0.21,4.170238095,25.52857143,73.42,14.6,0.173809524,1.5
OC Ps 60-2019 Marzo 25.xls,OC,160,4144.673517,18.31252507,4017768,0.14,4.499375,27.07375,38.2,25.6,0.16,2.3
OC Ps 62-2018 Enero 23.xls,OC,125,4192.72762,17.52848233,2529360,0.2,5.348780488,26.14552846,41,29,0.232,2
OC Ps 64-2019 Abril 9.xls,OC,132,4784.960362,33.30669763,3227419,0.33,4.751908397,28.2740458,19.1,27.9,0.211363636,2.7
OC Ps 65-2018 Junio 16.xls,OC,130,3102.038568,22.4947644,2148250,0.2,5.763565891,28.17054264,15.5,29.6,0.227692308,3
OC Ps 65-2018 Noviembre 13.xls,OC,130,6253.433179,36.69764398,3504625,0.05,4.868217054,24.83255814,39.2,18.3,0.140769231,2.4
OC Ps 65-2019 Marzo 21.xls,OC,105,3736.067594,29.04181152,2773493,0.25,4.619047619,28.52190476,30,21.2,0.201904762,2
OC Ps 66-2018 Abril 19.xls,OC,105,3945.660957,18.12580854,2802250,0.2,4.796153846,28.84326923,39.1,20,0.19047619,2.8
OC Ps 69-2018 Abril 29.xls,OC,84,3061.108089,16.91764444,3806470,0.25,5.284337349,29.35903614,57,18.2,0.216666667,1.7
OC Ps 70-2018 Junio 13.xls,OC,126,5021.249987,17.72839216,2712444,0.25,5.688888889,28.85873016,36.4,29,0.23015873,2.7
OC Ps 70-2018 Octubre 28.xls,OC,133,5881.335513,30.14320261,4611910,0.2,4.663909774,25.17443609,41,20.8,0.156390977,2.3
OC Ps 70-2019 Marzo 22.xls,OC,102,3949.554089,35.03352941,5360130,0.33,5.063366337,29.15346535,38.2,15,0.147058824,2
OC Ps 72-2018 Noviembre 29.xls,OC,103,3459.426134,24.81495614,2263124,0.15,5.3,25.54158416,46.2,17.5,0.169902913,1.7
OC Ps 72-2019 Marzo 14.xls,OC,89,3375.175522,31.01401316,2828478,0.33,4.773863636,29.20113636,35.9,17.7,0.198876404,1.7
OC Ps 73-2017 Octubre 19.xls,OC,118,4369.290056,15.33332201,1804732,0.25,4.715555556,26.04273504,54.6,25.2,0.213559322,2.1
OC Ps 73-2018 Julio 16.xls,OC,103,5613.875848,30.2284367,3557887,0.33,5.538613861,27.14752475,51.3,16.1,0.15631068,2.3
OC Ps 73-2018 Noviembre 11.xls,OC,111,6289.714428,31.44079864,3700582,0.2,5.018918919,25.20900901,52.5,18.9,0.17027027,2
OC Ps 73-2019 Febrero 10.xls,OC,84,2434.84244,36.71057774,4320835,0.4,5.14939759,27.99759036,25.9,16.6,0.197619048,1.5
OC Ps 74-2018 Diciembre 11.xls,OC,112,4370.079977,30.10336735,3835169,0.2,5.472972973,25.22792793,46.8,15,0.133928571,2.1
OC Ps 74-2019 Abril 22.xls,OC,120,5442.810435,29.94429356,3814903,0.17,4.769166667,28.9,36.3,21.9,0.1825,2.3
OC Ps 75-2018 Marzo 3.xls,OC,126,4153.249974,14.91680965,1669191,0.2,4.972,27.32568,39.5,30.1,0.238888889,2.3
OC Ps 75-2018 Noviembre 9.xls,OC,89,3966.033416,29.75297587,3329358,0.25,5.040449438,25.1505618,51.5,14,0.157303371,1.9
OC Ps 75-2019 Febrero 8.xls,OC,88,2741.641727,42.25099196,4727886,0.2,4.864367816,27.75747126,24.5,16.4,0.186363636,1.6
OC Ps 76-2018 Diciembre 27.xls,OC,115,3663.63343,14.97159068,1477696,1,5.866929825,26.10614035,39.3,24.3,0.211304348,2.6
OC Ps 76-2018 Marzo 4.xls,OC,120,4647.964721,16.80444782,1658599,0.33,5.3025,27.60583333,50.6,29.3,0.244166667,1.9
OC Ps 76-2019 Abril 6.xls,OC,80,4701.025458,31.67662614,3126483,0.33,4.5575,29.24,68,15,0.1875,1.5
OC Ps 77-2018 Marzo 6.xls,OC,122,3647.481262,12.22594406,1923141,0.33,4.817213115,27.8495082,52.2,26.9,0.220491803,2.1
OC Ps 77-2019 Febrero 4.xls,OC,147,3371.273238,16.03552448,2522388,0.125,5.13630137,26.73630137,35.9,27.1,0.184353741,2.2
OC Ps 79-2018 Diciembre 11.xls,OC,95,2208.478631,6.509257951,552636,0.2,4.768421053,25.43052632,84.3,27.4,0.288421053,1.5
OC Ps 8-2017 Diciembre 4.xls,OC,78,2561.183955,16.67323508,2319247,0.2,4.430769231,26.24102564,52.85,19.3,0.247435897,1.5
OC Ps 80-2019 Marzo 29.xls,OC,89,4434.728086,31.73798578,4018029,0.125,4.197840909,29.24090909,47.5,16.5,0.185393258,1.8
OC Ps 81-2018 Marzo 20.xls,OC,75,3115.602655,19.18867989,2805385,0.125,4.612,28.80133333,58.9,18.4,0.245333333,1.5
OC Ps 83-2019 Abril 19.xls,OC,82,3476.212015,22.5878011,2044196,0.43,4.350617284,29.60740741,60.4,17.8,0.217073171,1.4
OC Ps 84-2017 Octubre 20.xls,OC,145,4447.090273,13.11107194,1822439,0.08,4.543448276,25.69931034,48.2,27.4,0.188965517,2.6
OC Ps 84-2018 Marzo 3.xls,OC,120,3976.608591,16.30316547,2266140,0.25,4.614285714,27.65714286,38.9,28.2,0.235,2.2
OC Ps 84-2019 Marzo 11.xls,OC,71,2616.280922,30.06573381,4179137,0.43,3.804285714,29.30142857,56.9,14,0.197183099,1.1
OC Ps 85-2017 Diciembre 6.xls,OC,98,3676.615755,16.19976134,2715080,0.05,4.05257732,25.76701031,68.5,17.6,0.179591837,1.9
OC Ps 86-2018 Marzo 29.xls,OC,103,3672.202536,15.55475676,3740919,0.9,4.286407767,28.58543689,46,27.5,0.266990291,1.9
OC Ps 90-2019 Abril 10.xls,OC,108,3623.159954,24.85935342,4536832,0.2,4.290566038,29.00660377,31.3,23,0.212962963,2
OC Ps 92-2018 Octubre 30.xls,OC,75,3077.177805,13.93460587,1803138,6.9,4.5,24.75342466,61.6,22.3,0.297333333,1.6
OC Ps 92-2019 Febrero 7.xls,OC,88,1951.338439,23.01881762,2978635,0.2,3.950574713,27.4,28.9,22.2,0.252272727,1.3
OC Ps 94-2018 Diciembre 21.xls,OC,113,2780.756782,16.747,3952292,0.33,4.809734513,25.93451327,48.2,22.9,0.202654867,1.5
OC Ps 94-2018 Marzo 18.xls,OC,75,2448.014126,15.3492839,3622431,0.125,4.358666667,30.59333333,72.9,16.5,0.22,1.3
OC Ps 94-2019 Abril 7.xls,OC,93,2777.524175,15.11838559,3567939,0.64,4.682608696,29.38478261,58.5,21.8,0.234408602,1.4
OC Ps 96-2018 Julio 1.xls,OC,127,4733.85765,13.21528388,1443109,0.2,4.526190476,27.88571429,40.1,26.5,0.208661417,3.4
OC Ps 96-2018 Noviembre 27.xls,OC,144,4253.672686,20.80750916,2272180,0.05,4.83006993,24.84965035,36.9,22.5,0.15625,2.5
OC Ps 97-2018 Junio 14.xls,OC,139,5682.458065,18.10874755,1850714,0.125,4.476978417,28.11294964,43.3,27.7,0.199280576,2.6
OC Ps 97-2018 Octubre 25.xls,OC,128,6027.388132,26.99273973,2758658,0.125,4.683464567,24.46929134,57,19.2,0.15,2
OC Ps 98-2018 Junio 18.xls,OC,134,5054.820042,18.09983633,2211800,0.125,4.569402985,28.00298507,26.1,28.8,0.214925373,3.7
OC Ps 98-2018 Noviembre 13.xls,OC,80,2499.998953,27.71370704,3386615,0.2,4.698734177,24.43797468,31.7,14,0.175,2
OC Ps 99-2019 Marzo 25.xls,OC,108,2490.488216,6.941906093,1241907,0.2,4.901869159,28.65420561,82.7,26.9,0.249074074,1.6
Procam Ps 03A-2019 Agosto 6.xls,Procam,101,7125,14.58333333,175000,0.5,3.323762376,26.63168317,98,29.1,0.288118812,1.7
Procam Ps 03B-2019 Octubre 4.xls,Procam,54,2771.551724,16.21767241,188125,0.8,4.150943396,24.46226415,86,15,0.277777778,1.3
Procam Ps 03D-2019 Diciembre 16.xls,Procam,42,2237.068966,25.34482759,294000,0.5,3.745238095,25.69047619,86,11.5,0.273809524,0.9
Procam Ps 04A-2019 Julio 4.xls,Procam,68,3791.666667,15.06941667,180833,0.85,3.352238806,27.42089552,75,21.5,0.316176471,1.6
Procam Ps 05A-2019 Agosto 11.xls,Procam,106,11409.09091,15.90909091,175000,0.3,3.306603774,26.52169811,100,21,0.198113208,3.4
Procam Ps 06A-2019 Agosto 7.xls,Procam,111,8638.461538,15.48076923,201250,0.3,2.990990991,26.84054054,100,29.7,0.267567568,1.9
Procam Ps 06B-2019 Noviembre 13.xls,Procam,94,5789.68254,16.31944444,205625,0.8,3.422826087,24.72206522,75,27.1,0.288297872,1.7
Procam Ps 07A-2019 Agosto 6.xls,Procam,99,6236.363636,16.96968182,373333,1,2.965306122,26.69897959,56,34.8,0.351515152,1.9
Procam Ps 07B-2019 Noviembre 24.xls,Procam,100,6495.535714,16.17647321,362353,0.85,3.344,24.874,51,27.5,0.275,2.9
Procam Ps 08C-2019 Noviembre 19.xls,Procam,94,11000,16.2210101,160588,0.85,3.457446809,24.78191489,100,22,0.234042553,3.1
Procam Ps 09A-2019 Agosto 11.xls,Procam,101,13454.54545,21.21209091,233333,0.5,2.988118812,26.56435644,100,21,0.207920792,3
Procam Ps 09B-2019 Noviembre 1.xls,Procam,77,5306.603774,16.31518868,172941,0.85,3.965333333,24.736,61,22.3,0.28961039,2.4
Procam Ps 10A-2019 Julio 27.xls,Procam,89,5383.333333,16.88890476,354667,0.8,3.202272727,26.87386364,78,28.4,0.319101124,1.4
Procam Ps 10B-2019 Noviembre 1.xls,Procam,77,4625.592417,16.00222749,337647,0.85,3.384210526,24.78815789,86,22.3,0.28961039,1.5
Procam Ps 10C-2019 Diciembre 16.xls,Procam,42,2426.540284,25.5450237,539000,0.5,3.673809524,25.8047619,88,10.4,0.247619048,1
Procam Ps 11A-2019 Julio 30.xls,Procam,92,5139.130435,16.23186957,373333,0.8,3.705494505,26.88241758,66,30.8,0.334782609,1.6
Procam Ps 11B-2019 Octubre 29.xls,Procam,74,4395.196507,16.1828821,370588,0.85,3.687671233,24.75205479,79,22.2,0.3,1.6
