cycle,Finca,day,feed,initial_density,initial_population,initial_weight,morning_oxygen,morning_temperature,survival_rate,weight,sgr,fca
Cybernius Ps CY-14C-2020 Enero 10.xls,Cybernius,124,8142.857143,22.71428571,1590000,0.33,5.481451613,25.66693548,56,28.5,0.22983871,2.3
Cybernius Ps CY-15A-2019 Julio 4.xls,Cybernius,101,6250,18.66666667,2520000,0.5,5.419,27.44,89,22.9,0.226732673,1.6
Cybernius Ps CY-15B-2019 Noviembre 29.xls,Cybernius,112,7072.222222,25.55555556,3450000,0.29,5.740178571,25.03571429,61,23.2,0.207142857,2
Cybernius Ps CY-16E-2019 Diciembre 28.xls,Cybernius,117,7337.02337,17.09717097,1390000,0.44,5.523076923,25.61282051,84,25.2,0.215384615,2
Cybernius Ps CY-18A-2019 Junio 5.xls,Cybernius,90,5132.352941,14.70588235,1750000,0.5,5.29,28.22544444,87,22.6,0.251111111,1.8
Cybernius Ps CY-18B-2019 Octubre 2.xls,Cybernius,112,3674.369748,15.21008403,1810000,0.43,4.870714286,25.02678571,52,28.5,0.254464286,1.6
Cybernius Ps CY-19A-2019 Junio 9.xls,Cybernius,102,6199.300699,15.55944056,2225000,0.48,5.774257426,28.49792079,100,22.2,0.217647059,1.8
Cybernius Ps CY-19B-2019 Octubre 1.xls,Cybernius,113,2825.174825,15.34965035,2195000,0.45,5.251071429,24.80357143,41,29.5,0.261061947,1.5
Cybernius Ps CY-19C-2020 Enero 6.xls,Cybernius,92,5751.748252,16.36363636,2340000,0.5,5.098913043,25.86630435,80,22.7,0.24673913,1.9
Cybernius Ps CY-20A-2019 Abril 22.xls,Cybernius,76,3361.111111,15.76023392,2695000,0.16,5.686842105,28.56960526,99,16.3,0.214473684,1.3
Cybernius Ps CY-20B-2019 Agosto 19.xls,Cybernius,104,5868.421053,16.60818713,2840000,0.6,5.175192308,25.82692308,73,26.6,0.255769231,1.8
Cybernius Ps CY-20C-2019 Diciembre 29.xls,Cybernius,118,6931.28655,20.23391813,3460000,0.45,5.500847458,25.59915254,69,27.7,0.234745763,1.8
Cybernius Ps CY-21A-2019 Julio 21.xls,Cybernius,130,9895.287958,20.28795812,3100000,0.3,5.429230769,27.26376923,86,29.2,0.224615385,1.9
Cybernius Ps CY-21B-2019 Octubre 31.xls,Cybernius,96,4437.172775,17.01570681,2600000,0.36,5.647368421,25.01578947,78,22.2,0.23125,1.5
Cybernius Ps CY-21C-2020 Enero 7.xls,Cybernius,65,3954.515707,19.46989529,2975000,1.1,5.1,26.4640625,90,18.5,0.284615385,1.2
Cybernius Ps CY-23A-2019 Abril 26.xls,Cybernius,91,3583.333333,11.84895833,2275000,0.8,5.456043956,28.94505495,100,19.2,0.210989011,1.6
Cybernius Ps CY-23B-2019 Agosto 2.xls,Cybernius,87,4061.197917,15.28645833,2935000,0.6,5.127586207,26,73,21.8,0.250574713,1.7
Cybernius Ps CY-23C-2020 Enero 3.xls,Cybernius,127,5894.53125,19.16666667,3680000,0.38,5.130866142,25.86377953,57,25.4,0.2,2.1
Cybernius Ps CY-24A-2019 Julio 5.xls,Cybernius,104,6781.798246,18.42105263,1680000,0.5,5.494230769,27.69230769,100,22.1,0.2125,1.7
Cybernius Ps CY-24B-2019 Noviembre 1.xls,Cybernius,111,5523.574561,14.1995614,1295000,0.28,5.292792793,24.93243243,80,25.5,0.22972973,1.9
Cybernius Ps CY-25A-2019 Abril 21.xls,Cybernius,77,4376.237624,20.79207921,2100000,0.25,5.3,28.58441558,100,15.7,0.203896104,1.3
Cybernius Ps CY-25B-2019 Agosto 19.xls,Cybernius,106,4967.821782,17.32673267,1750000,0.35,5.077075472,25.63207547,60,25.7,0.24245283,1.9
Cybernius Ps CY-25C-2019 Diciembre 28.xls,Cybernius,121,10014.85149,19.40594059,1960000,0.35,5.123140496,25.60909091,79,27.6,0.228099174,2.4
Cybernius Ps CY-26A-2019 Junio 21.xls,Cybernius,112,6990.331492,17.26519337,3125000,0.41,5.497321429,28.10714286,100,23.1,0.20625,1.8
Cybernius Ps CY-26B-2019 Octubre 31.xls,Cybernius,124,4939.226519,11.79558011,2135000,0.15,5.459032258,24.89516129,96,27.7,0.223387097,1.6
Cybernius Ps CY-26C-2020 Enero 7.xls,Cybernius,63,3469.61326,16.10497238,2915000,0.85,5.120967742,26.46290323,85,17.7,0.280952381,1.4
Cybernius Ps CY-27D-2020 Enero 6.xls,Cybernius,92,6980.769231,18.46153846,240000,0.45,5.204347826,26.46304348,85,22.8,0.247826087,2
Cybernius Ps CY-28A-2019 Junio 5.xls,Cybernius,92,5103.403141,18.45549738,3525000,0.5,5.80326087,28.65217391,83,24.8,0.269565217,1.3
Cybernius Ps CY-28B-2019 Octubre 1.xls,Cybernius,115,4592.931937,15.68062827,2995000,0.35,5.320869565,24.99130435,73,28.5,0.247826087,1.4
Cybernius Ps CY-28C-20120 Enero 6.xls,Cybernius,91,6107.329843,16.64921466,3180000,0.44,5.227472527,26.02967033,82,19.4,0.213186813,2.3
Cybernius Ps CY-29A-2019 Junio 20.xls,Cybernius,107,8404.311251,20.29442692,1930000,0.35,5.773831776,28.28971963,100,24,0.224299065,1.7
Cybernius Ps CY-29B-2019 Septiembre 28.xls,Cybernius,97,4502.628812,16.5615142,1575000,0.2,5.48125,25.18229167,92,18.7,0.192783505,1.6
Cybernius Ps CY-29C-2020 Enero 7.xls,Cybernius,93,6766.561514,19.76866456,1880000,0.5,5.241086957,25.78695652,70,23.3,0.250537634,2.1
Cybernius Ps CY-2A-2019 Jullio7.xls,Cybernius,98,5979.2,18.64,2330000,0.1,5.42755102,27.28571429,79,20.5,0.209183673,2
Cybernius Ps CY-2B-2019 Octubre 28.xls,Cybernius,94,5284,16.24,2030000,0.33,4.994893617,25.34042553,94,21.6,0.229787234,1.6
Cybernius Ps CY-2C-2020 Enero 6.xls,Cybernius,65,4144,20.64,2580000,0.7,5.436923077,26.18307692,80,17,0.261538462,1.5
Cybernius Ps CY-30A-2019 Abril 22.xls,Cybernius,95,5213.270142,18.89810427,1595000,0.2,5.446315789,28.89473684,74,22,0.231578947,1.7
Cybernius Ps CY-30B-2019 Agosto 4.xls,Cybernius,92,6220.379147,13.38862559,1130000,0.2,5.625,26.07608696,100,21.4,0.232608696,2.2
Cybernius Ps CY-30C-2020 Enero 4.xls,Cybernius,122,10322.8673,18.48341232,1560000,1.05,5.362295082,25.75983607,93,25.6,0.209836066,2.4
Cybernius Ps CY-31A-2019 Abril 20.xls,Cybernius,95,6075.80825,21.18171683,1900000,0.3,5.377157895,28.46315789,87,17.7,0.186315789,1.9
Cybernius Ps CY-31B-2019 Agosto 2.xls,Cybernius,90,5900.222965,12.9877369,1165000,0.71,5.772222222,26.11111111,100,22.3,0.247777778,2
Cybernius Ps CY-31C-2019 Noviembre 28.xls,Cybernius,109,6062.639821,18.00894855,1610000,0.58,5.46146789,25.14678899,77,26.9,0.246788991,1.6
Cybernius Ps CY-32A-2019 Julio 6.xls,Cybernius,92,6678.571429,18.46153846,1680000,0.4,5.485869565,27.63043478,87,22.2,0.241304348,1.9
Cybernius Ps CY-32B-2019 Noviembre 30.xls,Cybernius,111,6739.010989,18.40659341,1675000,0.58,5.54954955,25.25225225,66,28.2,0.254054054,2
Cybernius Ps CY-33A-2019 Julio 7.xls,Cybernius,93,7240.762813,20.44100119,1715000,0.4,5.376344086,27.48387097,85,22.3,0.239784946,1.9
Cybernius Ps CY-33B-2019 Octubre 28.xls,Cybernius,102,4057.806913,14.18355185,1190000,0.25,5.675490196,24.96568627,78,22.5,0.220588235,1.6
Cybernius Ps CY-36A-2019 Mayo 20.xls,Cybernius,100,6026.785714,17.85714286,1500000,0.25,5.322222222,28.57070707,88,23.2,0.232,1.7
Cybernius Ps CY-36B-2019 Septiembre 2.xls,Cybernius,98,4020.833333,15.83333333,1330000,0.55,5.052244898,24.90816327,63,26.5,0.270408163,1.5
Cybernius Ps CY-37A-2019 Junio 4.xls,Cybernius,111,7756.632065,20.76124567,1800000,0.25,5.378378378,28.42342342,99,22.4,0.201801802,1.7
Cybernius Ps CY-37D-2020 Enero 6.xls,Cybernius,77,4550.17301,16.72433679,1450000,0.7,5.071428571,26.15194805,73,21,0.272727273,1.8
Cybernius Ps CY-38A-2019 Junio 7.xls,Cybernius,94,5811.827957,16.23655914,1510000,0.5,5.393617021,28.75531915,100,22.1,0.235106383,1.6
Cybernius Ps CY-38B-2019 Octubre 1.xls,Cybernius,114,4203.225806,17.3655914,1615000,0.4,5.13539823,25,75,25.1,0.220175439,1.3
Cybernius Ps CY-3A-2019 Abri 24.xls,Cybernius,80,4646.946565,21.98473282,2880000,0.2,6.124125,28.7625,90,17.4,0.2175,1.4
Cybernius Ps CY-3B-2019 Agosto 3.xls,Cybernius,88,4667.938931,16.03053435,2100000,0.6,6.226931818,26.57954545,78,20.2,0.229545455,1.9
Cybernius Ps CY-3C-2019 Noviembre 26.xls,Cybernius,98,6181.29771,20.38167939,2670000,0.42,5.421428571,25.01020408,97,23,0.234693878,1.4
Cybernius Ps CY-40A-2019 Junio 3.xls,Cybernius,114,7873.692078,17.04035874,1140000,0.25,5.309734513,28.3539823,100,23.2,0.203508772,2
Cybernius Ps CY-40B-2019 Octubre 3.xls,Cybernius,115,3436.472347,15.69506726,1050000,0.85,5.716666667,24.93859649,49,28.7,0.249565217,1.6
Cybernius Ps CY-41A-2019 Junio 6.xls,Cybernius,94,2821.038251,16.2295082,2970000,0.25,5.379787234,28.10638298,87,24.7,0.262765957,0.8
Cybernius Ps CY-41B-2019 Octubre 2.xls,Cybernius,113,3384.279476,14.90174672,1365000,0.58,5.68125,24.96428571,49,28.6,0.253097345,1.6
Cybernius Ps CY-41C-2020 Enero 6.xls,Cybernius,90,2631.944444,14.16666667,2550000,0.2,4.976666667,25.87111111,85,24,0.266666667,0.9
Cybernius Ps CY-42B-2019 Octubre 31.xls,Cybernius,112,4502.439024,15.1097561,1239000,0.27,5.644642857,24.96428571,80,22.2,0.198214286,1.7
Cybernius Ps CY-4A-2019 Julio 18.xls,Cybernius,106,7218.220339,18.77966102,2216000,0.3,5.339622642,27.11320755,87,24.3,0.229245283,1.8
Cybernius Ps CY-4B-2019 Noviembre 12.xls,Cybernius,107,5489.40678,17.33050847,2045000,0.32,5.478773585,25.00943396,66,25.2,0.235514019,1.9
Cybernius Ps CY-5A-2019 Junio 3.xls,Cybernius,96,5404.929577,12.67605634,1800000,0.48,5.459375,28.14885417,100,22.1,0.230208333,1.9
Cybernius Ps CY-5B-2019 Septiembre 29.xls,Cybernius,114,5303.521127,15.14084507,2150000,0.35,5.281754386,25.21052632,75,28.5,0.25,1.6
Cybernius Ps CY-5C-2020 Enero 11.xls,Cybernius,98,6362.676056,17.92253521,2545000,0.45,5.579591837,25.89489796,72,22,0.224489796,2.2
Cybernius Ps5W -2018 Julio 1.xls,Cybernius,95,5233.193277,14.28571429,1700000,0.5,5.052631579,27.85263158,100,21.7,0.228421053,1.7
Distrisoda Ps 18A-2019 Marzo 12.xls,Distrisoda,77,2435.179856,15.4676259,2150000,0.2,5.245785848,29.48412051,43,24.9,0.323376623,1.5
Distrisoda Ps 18B-2019 Julio 2.xls,Distrisoda,98,5975.179856,18.1294964,2520000,0.5,5.032291667,29.05104167,83,26.7,0.27244898,1.5
Distrisoda Ps 18C-2019 Octubre 29.xls,Distrisoda,107,6156.834532,17.62589928,2450000,0.2,5.535576923,25.91106796,81,23.8,0.222429907,1.8
Distrisoda Ps 19A-2019 Junio 8.xls,Distrisoda,114,6179.816514,17.43119266,1900000,0.3,5.260176991,29.67787611,84,24,0.210526316,1.8
Distrisoda Ps 19B-2019 Septiembre 28.xls,Distrisoda,107,4387.155963,14.12844037,1540000,0.3,5.322330097,26.2961165,72,23.8,0.222429907,1.8
Distrisoda Ps 201 S-2016 Octubre 1.xls,Distrisoda,101,3522.292994,11.0403397,1040000,0.2,4.100990099,25.6029703,85,19.7,0.195049505,1.9
Distrisoda Ps 205 S-2017 Febrero 2.xls,Distrisoda,103,3549.349915,9.750367439,1724840,0.2,4.246601942,27.81262136,96,19.7,0.191262136,1.9
Distrisoda Ps 205 Y-2019 Enero 10.xls,Distrisoda,115,4793.903803,15.68791946,2805000,0.2,4.690350877,26.61842105,66,23.6,0.205217391,2
Distrisoda Ps 206 R-2016 Septiembre 17.xls,Distrisoda,91,2574.428571,12.57142857,880000,0.2,4.058241758,25.59120879,49,20,0.21978022,2.1
Distrisoda Ps 206 S-2017 Enero 29.xls,Distrisoda,99,4007,10.25837143,718086,0.2,4.255555556,27.77575758,89,23.6,0.238383838,1.9
Distrisoda Ps 206 Z-2019 Marzo 21 .xls,Distrisoda,104,3242.947368,12.52631579,1190000,0.42,4.881730769,28.66923077,56,27.7,0.266346154,1.7
Distrisoda Ps 207 AB-2019 Febrero 25.xls,Distrisoda,104,4262.178517,14.14523449,935000,0.3,4.545192308,27.93653846,72,23.1,0.222115385,1.8
Distrisoda Ps 207 R-2016 Septiembre 16.xls,Distrisoda,107,4076.287425,9.041916168,755000,0.2,4.185046729,25.61869159,86,20,0.186915888,2.6
Distrisoda Ps 207 S-2017 Enero 29.xls,Distrisoda,101,3753.652695,10.28143713,858500,0.2,4.257425743,27.75049505,78,24.5,0.242574257,1.9
Distrisoda Ps 208 R-2016 Octubre 2.xls,Distrisoda,75,2747.857143,10.28571429,720000,0.2,4.261333333,25.56533333,75,18.6,0.248,1.9
Distrisoda Ps 208A A-2016 Octubre 1.xls,Distrisoda,74,2537.798408,10.87533156,820000,0.2,4.255405405,25.55540541,71,18.7,0.252702703,1.8
Distrisoda Ps 208A S-2017 Febrero 1.xls,Distrisoda,74,2323.318386,11.88490284,795100,0.2,4.189189189,28.39864865,79,17,0.22972973,1.5
Distrisoda Ps 208B B-2017 Febrero 1.xls,Distrisoda,74,2365.079365,11.9047619,825000,0.2,4.189189189,28.39864865,79,15.7,0.212162162,1.6
Distrisoda Ps 209 S-2016 Octubre 31.xls,Distrisoda,84,2769.436997,11.12600536,830000,0.2,4.252380952,25.76666667,80,20.4,0.242857143,1.5
Distrisoda Ps 210 S-2016 Octubre 31.xls,Distrisoda,85,2958.985507,12.02898551,830000,0.2,4.24,25.76235294,79,20.9,0.245882353,1.5
Distrisoda Ps 211 R-2016 Noviembre 1.xls,Distrisoda,106,4620.56213,10.35502959,700000,0.2,4.252830189,25.73679245,96,22.2,0.209433962,2.1
Distrisoda Ps 211 S-2017 Febrero 2.xls,Distrisoda,53,2421.745562,15.0887574,1020000,0.2,4.079245283,29.18301887,92,11.3,0.213207547,1.5
Distrisoda Ps 212 S-2016 Diciembre 27.xls,Distrisoda,107,3739.589443,12.02346041,820000,0.2,4.205607477,26.57570093,84,22.5,0.210280374,1.6
Distrisoda Ps 213B R-2017 Febrero 1.xls,Distrisoda,86,1917.105263,10.51315789,1598000,0.2,4.201162791,28.10465116,75,17.6,0.204651163,1.4
Distrisoda Ps 214 T-2016 Diciembre 30.xls,Distrisoda,108,2946.05042,8.823529412,1050000,0.2,4.181481481,26.66388889,80,22.9,0.212037037,1.8
Distrisoda Ps 214 V-2017 Noviembre 5.xls,Distrisoda,102,3919.816724,12.31672394,1075250,0.08,4.252941176,25.74803922,60,23.7,0.232352941,2.2
Distrisoda Ps 214A K-2017 Mayo 16.xls,Distrisoda,84,2662.272727,8.136363636,179000,0.2,3.905357143,29.36904762,87,21,0.25,1.8
Distrisoda Ps 214A S-2017 Diciembre 16.xls,Distrisoda,95,2895.454545,12.27272727,270000,0.05,4.316842105,26.17263158,70,19.42,0.204421053,1.7
Distrisoda Ps 214A T-2018 Abril 15.xls,Distrisoda,98,3534.545455,17.77272727,391000,0.2,4.23622449,29.08469388,58,19.9,0.203061224,1.7
Distrisoda Ps 214A U-2018 Agosto 27.xls,Distrisoda,124,2876.363636,20,440000,0.01,4.207258065,26.38548387,29,22.7,0.183064516,2.2
Distrisoda Ps 214A V-2019 Enero 7.xls,Distrisoda,112,2880.454545,13.5,297000,0.2,4.145535714,26.72678571,41,23.4,0.208928571,2.2
Distrisoda Ps 214T-2016 Diciembre 30.xls,Distrisoda,108,2822.10084,8.823529412,1050000,0.2,4.181481481,26.56666667,80,22.9,0.212037037,1.7
Distrisoda Ps 214U-2017 Mayo 18.xls,Distrisoda,86,3525.641026,12.56837607,1470500,0.6,3.893604651,29.28604651,87,20,0.23255814,1.6
Distrisoda Ps 214W-2017 Diciembre 21.xls,Distrisoda,100,3717.948718,14.52991453,1700000,0.1,4.244,26.288,60,21.65,0.2165,2
Distrisoda Ps 214X-2018 Abril 18.xls,Distrisoda,101,3618.803419,18.88888889,2210000,0.2,4.197524752,28.99405941,55,20.8,0.205940594,1.7
Distrisoda Ps 214Y-2018 Septiembre 4.xls,Distrisoda,132,4542.307692,20.04273504,2345000,0.05,4.184090909,26.29318182,55,21.3,0.161363636,1.9
Distrisoda Ps 214Z-2019 Enero 11.xls,Distrisoda,115,3479.74359,13.43589744,1572000,0.2,4.209565217,26.81826087,58,23,0.2,1.9
Distrisoda Ps 215 T-2017 Enero 14.xls,Distrisoda,86,2942.460317,10.32010582,780200,0.2,4.191860465,27.50116279,71,21.7,0.252325581,1.9
Distrisoda Ps 215T-2017 Enero 14.xls,Distrisoda,86,2720.502646,10.32010582,780200,0.1,4.205813953,27.28023256,71,22.1,0.256976744,1.7
Distrisoda Ps 215U-2017 Mayo 26.xls,Distrisoda,94,4925.684485,13.84615385,1062000,0.6,3.980319149,29.1287234,85,23.2,0.246808511,1.8
Distrisoda Ps 215V-2017 Agosto 22.xls,Distrisoda,84,1503.911343,13.29856584,1020000,0.85,4.157142857,25.55595238,35,22,0.261904762,1.5
Distrisoda Ps 215W-2017 Dicembre 19.xls,Distrisoda,98,3933.767927,16.6232073,1275000,0.1,4.279591837,26.24795918,65,26.4,0.269387755,1.4
Distrisoda Ps 215X-2018 Abril 18.xls,Distrisoda,101,4276.401565,17.73142112,1360000,0.14,4.227227723,29.13465347,63,22.3,0.220792079,1.7
Distrisoda Ps 215Y-2019 Agosto 30.xls,Distrisoda,127,4573.794003,20.86049544,1600000,0.01,4.185826772,26.3519685,49,21.7,0.170866142,2.1
Distrisoda Ps 215Z-2019 Enero 8.xls,Distrisoda,111,3496.740548,9.413298566,722000,0.5,4.156756757,26.78918919,84,26.5,0.238738739,1.7
Distrisoda Ps 21A-2019 Junio 8.xls,Distrisoda,116,6553.777778,18.55555556,2505000,0.27,4.916666667,29.58333333,94,24.5,0.211206897,1.5
Distrisoda Ps 21B-2019 Septiembre 28.xls,Distrisoda,103,5092.592593,15.03703704,2030000,0.5,5.263838384,26.02333333,85,23,0.223300971,1.7
Distrisoda Ps 21Z-2019 Febrero 2.xls,Distrisoda,112,3492.222222,12.59259259,1700000,0.2,4.673360069,27.73619598,67,28,0.25,1.5
Distrisoda Ps 22A-2019 Marzo 12.xls,Distrisoda,89,2379.513889,14.75694444,2125000,0.35,4.904302592,28.34313483,38,23,0.258426966,1.8
Distrisoda Ps 22B-2019 Julio 2.xls,Distrisoda,92,5171.875,17.5,2520000,0.5,5.391444444,28.98555556,75,26,0.282608696,1.5
Distrisoda Ps 22C-2019 Noviembre 16.xls,Distrisoda,122,5183.333333,17.29166667,2490000,0.2,5.633427419,25.98420315,72,23.3,0.190983607,1.8
Distrisoda Ps 231 Z-2019 Enero 11.xls,Distrisoda,111,3491.860465,13.17829457,1700000,0.2,4.203603604,27.06846847,52,25,0.225225225,2
Distrisoda Ps 235 AA-2019 Enero 26.xls,Distrisoda,135,3388.895349,13.13953488,2260000,0.2,4.285925926,27.21851852,45,28.5,0.211111111,2
Distrisoda Ps 236 AB-2019 Enero 25.xls,Distrisoda,108,3105.925926,16.2962963,2200000,0.2,4.275,27.51296296,37,30.1,0.278703704,1.7
Distrisoda Ps 237 AA-2019 Enero 8.xls,Distrisoda,117,3762.080537,12.75167785,1900000,0.2,4.165811966,26.8965812,70,25,0.213675214,1.7
Distrisoda Ps 23A-2019 Abril 11.xls,Distrisoda,98,4093.537415,16.19047619,2380000,0.2,5.154166667,29.46458333,65,24.5,0.25,1.6
Distrisoda Ps 23B-2019 Agosto 18.xls,Distrisoda,107,5110.068027,11.42857143,1680000,0.2,5.733263287,27.4343533,92,28,0.261682243,1.7
Distrisoda Ps 241 S-2016 Diciembre 27.xls,Distrisoda,98,2657.273769,11.45475372,1000000,0.2,4.192857143,26.46428571,76,21.9,0.223469388,1.4
Distrisoda Ps 241 T-2017 Abril 13.xls,Distrisoda,80,3572.164948,12.6002291,1100000,0.2,3.964375,29.24125,70,19.6,0.245,2.1
Distrisoda Ps 241 U-2017 Julio 18.xls,Distrisoda,72,2941.008018,10.12600229,884000,0.2,4.226388889,26.48888889,79,21.5,0.298611111,1.7
Distrisoda Ps 241 W-2018 Marzo 2.xls,Distrisoda,95,4593.241695,20.4467354,1785000,0.2,4.162105263,28.64842105,52,21.15,0.222631579,2
Distrisoda Ps 242 S-2016 Diciembre 30.xls,Distrisoda,101,2255.714286,12.5,1400000,0.2,4.17029703,26.71584158,49,21.9,0.216831683,1.7
Distrisoda Ps 242 Z-2019 Febrero 23.xls,Distrisoda,98,3376.086957,16.26086957,1870000,0.64,4.176530612,28.36836735,42,27.6,0.281632653,1.8
Distrisoda Ps 243A J-2018 Enero 19.xls,Distrisoda,93,4455.263158,13.42105263,102000,0.5,4.253763441,27.45591398,65,22.6,0.243010753,2.3
Distrisoda Ps 243A K-2018 Abril 19.xls,Distrisoda,87,3738.157895,13.42105263,102000,0.2,3.953448276,29.26666667,96,19.5,0.224137931,1.5
Distrisoda Ps 243A M-2019 Enero 13.xls,Distrisoda,122,3253.947368,11.18421053,85000,0.2,4.21147541,26.9352459,55,26.2,0.214754098,2
Distrisoda Ps 243C A-2017 Febrero 6.xls,Distrisoda,91,1603.308824,8.14125,1107210,0.2,4.235164835,28.13516484,80,21,0.230769231,1.2
Distrisoda Ps 243C A-2017 Mayo 29.xls,Distrisoda,81,3809.210526,12.28070175,1400000,0.2,3.92962963,28.99135802,96,19.2,0.237037037,1.7
Distrisoda Ps 243C B-2017 Mayo 29.xls,Distrisoda,81,3855.263158,12.28070175,1400000,0.3,3.92962963,28.97407407,96,18,0.222222222,1.8
Distrisoda Ps 243C C-2017 Octubre 6.xls,Distrisoda,93,2784.210526,13.77192982,1570000,0.5,4.191397849,25.62903226,59,20.8,0.223655914,1.7
Distrisoda Ps 243C D-2018 Enero 19.xls,Distrisoda,95,3431.929825,13.85964912,1580000,0.2,4.250526316,27.43263158,66,20.3,0.213684211,1.9
Distrisoda Ps 243C E-2018 Abril 17.xls,Distrisoda,85,2495.350877,9.692982456,1105000,0.2,3.967647059,29.30117647,96,19.7,0.231764706,1.4
Distrisoda Ps 243C F-2018 Agosto 18.xls,Distrisoda,113,4508.508772,20.35087719,2320000,0.01,4.162831858,26.49469027,71,19.2,0.169911504,1.6
Distrisoda Ps 243C H-2019 Enero 12.xls,Distrisoda,121,4614.035088,12.6754386,1445000,0.32,4.212396694,26.9231405,77,25.8,0.21322314,1.8
Distrisoda Ps 243D A-2017 Febrero 1.xls,Distrisoda,86,2141.328125,8.732421875,1117750,0.2,4.201162791,28.10465116,80,19,0.220930233,1.6
Distrisoda Ps 243D A-2017 Febrero 13.xls,Distrisoda,98,2465.15625,8.732421875,1117750,0.2,4.21122449,28.05816327,80,21.8,0.22244898,1.6
Distrisoda Ps 243D B-2017 Junio 11.xls,Distrisoda,84,4259.602649,12.08609272,1825000,0.2,4.116666667,28.45595238,96,20.8,0.247619048,1.8
Distrisoda Ps 243D C-2017 Octubre 8.xls,Distrisoda,98,2831.456954,11.9205298,1800000,0.2,4.192857143,25.65612245,73,22.4,0.228571429,1.5
Distrisoda Ps 243D D-2018 Enero 19.xls,Distrisoda,95,3826.423841,14.2384106,2150000,0.2,4.250526316,27.43263158,83,19.3,0.203157895,1.7
Distrisoda Ps 243D E-2018 Abril 18.xls,Distrisoda,86,2564.370861,10.13245033,1530000,0.2,3.956395349,29.29767442,95,19.1,0.222093023,1.4
Distrisoda Ps 243D F-2018 Agosto 16.xls,Distrisoda,113,3843.708609,20.39735099,3080000,0.04,4.162831858,26.49469027,71,18,0.159292035,1.5
Distrisoda Ps 243D G-2018 Diciembre 9.xls,Distrisoda,106,3420.728477,12.75496689,1926000,0.2,4.371698113,26.07075472,77,24.1,0.227358491,1.4
Distrisoda Ps 243D H-2019 Marzo 22.xls,Distrisoda,98,3471.523179,13.50993377,2040000,0.2,4.104591837,29.23367347,58,26.7,0.27244898,1.7
Distrisoda Ps 244 AA-2019 Febrero 7.xls,Distrisoda,86,1915.765247,14.17721519,1232000,0.25,4.222093023,28.13953488,33,26.3,0.305813953,1.6
Distrisoda Ps 244 U-2017 Febrero 1.xls,Distrisoda,59,1892.353644,10.96774194,918000,0.2,4.154237288,28.88983051,85,13.8,0.233898305,1.5
Distrisoda Ps 245 R-2016 Septiembre 30.xls,Distrisoda,106,3533.888228,9.750297265,820000,0.2,4.10754717,25.57830189,95,18.6,0.175471698,2.1
Distrisoda Ps 245 R-2016 Spetiembre 30.xls,Distrisoda,106,3501.189061,9.750297265,820000,0.2,4.106603774,25.58773585,95,18.6,0.175471698,2
Distrisoda Ps 245 S-2017 Febrero 1.xls,Distrisoda,59,1621.403092,11.52199762,969000,0.2,4.154237288,28.88983051,87,15,0.254237288,1.1
Distrisoda Ps 245 S-2017 Febrero 25.xls,Distrisoda,83,2695.124851,11.52199762,969000,0.2,4.181927711,28.81204819,68,22.8,0.274698795,1.5
Distrisoda Ps 245 T-2017 Junio 23.xls,Distrisoda,70,3642.427885,12.35576923,1028000,0.2,4.312857143,27.63142857,96,20.3,0.29,1.5
Distrisoda Ps 245 U-2017 Noviembre 5.xls,Distrisoda,97,3959.735577,13.78605769,1147000,0.2,4.241237113,25.76701031,87,18.9,0.194845361,1.8
Distrisoda Ps 245 W-2018 Junio 1.xls,Distrisoda,85,3325.600962,15.56490385,1295000,0.2,3.952941176,28.92823529,82,18.1,0.212941176,1.4
Distrisoda Ps 245 X-2018 Octubre 6.xls,Distrisoda,122,1943.509615,16.89903846,1406000,0.2,4.146721311,25.62213115,28,22.6,0.185245902,1.8
Distrisoda Ps 245 Y-2019 Febrero 2.xls,Distrisoda,116,4453.125,12.25961538,1020000,0.9,4.227272727,27.62818182,63,29,0.25,2
Distrisoda Ps 245A E-2017 Noviembre 3.xls,Distrisoda,95,2618.478261,13.85869565,127500,0.2,4.225263158,25.76,71,17.3,0.182105263,1.5
Distrisoda Ps 245A F-2018 Marzo 1.xls,Distrisoda,95,3776.086957,14.7826087,136000,0.2,4.2,28.67263158,65,22.6,0.237894737,1.7
